,user_id,num_movies_rated,avg_rating,rating_std,high_rated_movies,low_rated_movies,avg_sentiment,avg_review_length
22764,ur23197601,1.0,9.0,0.0,1.0,0.0,0.12513888888888888,111.0
22765,ur2319824,6.0,7.333333333333333,2.1602468994692865,2.0,0.0,0.12049020809437476,242.66666666666666
22766,ur2320117,1.0,10.0,0.0,1.0,0.0,0.24591836734693875,129.0
22767,ur23203363,1.0,6.0,0.0,0.0,0.0,0.1576422959756293,285.0
22768,ur23203861,1.0,8.0,0.0,1.0,0.0,0.04673202614379085,123.0
22769,ur2320446,1.0,6.0,0.0,0.0,0.0,0.27521367521367524,84.0
22770,ur23204823,1.0,10.0,0.0,1.0,0.0,0.04776785714285715,222.0
22771,ur23205558,1.0,10.0,0.0,1.0,0.0,0.17738636363636365,303.0
22772,ur23205622,1.0,6.0,0.0,0.0,0.0,0.09143589743589745,400.0
22773,ur23207891,2.0,3.5,2.1213203435596424,0.0,1.0,-0.10428571428571429,85.5
22774,ur23208202,1.0,9.0,0.0,1.0,0.0,0.015036231884057968,200.0
22775,ur2320889,1.0,7.0,0.0,0.0,0.0,0.06009421134421134,412.0
22776,ur2320941,1.0,8.0,0.0,1.0,0.0,0.4364285714285714,137.0
22777,ur23209576,1.0,1.0,0.0,0.0,1.0,0.31666666666666665,74.0
22778,ur23210997,1.0,7.0,0.0,0.0,0.0,0.08505291005291005,153.0
22779,ur23212242,1.0,10.0,0.0,1.0,0.0,0.11978879706152433,295.0
22780,ur23218828,1.0,10.0,0.0,1.0,0.0,0.29572943722943723,343.0
22781,ur2321971,1.0,7.0,0.0,0.0,0.0,0.22099099099099098,420.0
22782,ur23219876,1.0,6.0,0.0,0.0,0.0,0.14980842911877396,310.0
22783,ur2322711,1.0,7.0,0.0,0.0,0.0,0.15523076923076923,151.0
22784,ur2322739,1.0,8.0,0.0,1.0,0.0,0.17104166666666668,77.0
22785,ur23227707,2.0,6.0,1.4142135623730951,0.0,0.0,0.2928819444444445,222.5
22786,ur23228992,3.0,6.0,1.7320508075688772,0.0,1.0,0.21592592592592594,157.0
22787,ur23231866,1.0,7.0,0.0,0.0,0.0,0.18808673469387754,209.0
22788,ur23232210,1.0,9.0,0.0,1.0,0.0,0.27202380952380956,172.0
22789,ur2323241,1.0,6.0,0.0,0.0,0.0,0.3207070707070707,87.0
22790,ur2323331,1.0,7.0,0.0,0.0,0.0,0.27819444444444447,199.0
22791,ur2323354,2.0,9.0,1.4142135623730951,2.0,0.0,0.25496066433566433,169.5
22792,ur23233649,4.0,7.5,1.2909944487358056,2.0,0.0,0.14638736226326982,230.5
22793,ur2323501,1.0,7.0,0.0,0.0,0.0,0.17151732921549992,563.0
22794,ur23235686,1.0,5.0,0.0,0.0,0.0,0.21093749999999997,114.0
22795,ur2323580,5.0,6.4,0.8944271909999159,0.0,0.0,0.1045013270459699,123.8
22796,ur2324066,1.0,7.0,0.0,0.0,0.0,0.13722643097643095,223.0
22797,ur2324400,105.0,6.542857142857143,1.3010984370358545,18.0,8.0,0.12865943220352813,207.2095238095238
22798,ur23244570,1.0,9.0,0.0,1.0,0.0,0.08809523809523812,69.0
22799,ur2324518,1.0,8.0,0.0,1.0,0.0,0.3013888888888889,164.0
22800,ur23245400,1.0,10.0,0.0,1.0,0.0,0.040691035659255984,897.0
22801,ur2324609,4.0,5.25,2.362907813126304,0.0,1.0,0.13490605459355456,357.75
22802,ur2324695,2.0,6.0,1.4142135623730951,0.0,0.0,0.18268245643245645,231.5
22803,ur23249778,6.0,6.666666666666667,1.7511900715418263,2.0,1.0,0.15549595452016937,235.33333333333334
22804,ur23249861,1.0,8.0,0.0,1.0,0.0,0.1223905723905724,115.0
22805,ur23251741,1.0,8.0,0.0,1.0,0.0,0.07555555555555556,105.0
22806,ur2325464,1.0,1.0,0.0,0.0,1.0,0.08850775193798452,828.0
22807,ur23255740,1.0,7.0,0.0,0.0,0.0,0.24791666666666665,130.0
22808,ur23255819,1.0,9.0,0.0,1.0,0.0,-0.04497222222222223,318.0
22809,ur23257129,1.0,7.0,0.0,0.0,0.0,0.21153846153846154,241.0
22810,ur23257564,9.0,8.0,1.3228756555322954,5.0,0.0,0.2267789377751497,283.1111111111111
22811,ur23258198,1.0,6.0,0.0,0.0,0.0,0.12116815476190473,119.0
